,FECHA (YYMMDD),HORA (HHMM),Porcentaje,Registros validados,Temperatura (°C)
53,170103,600,86.0,11.7075,4.5
54,170103,700,85.0,11.7075,4.5
55,170103,800,82.0,11.7075,5.0
56,170103,900,80.0,11.7075,6.2
57,170103,1000,76.0,11.7075,7.8
58,170103,1100,66.0,11.7075,9.2
59,170103,1200,68.0,11.7075,9.7
60,170103,1300,69.0,11.7075,9.7
61,170103,1400,71.0,11.7075,9.60001
62,170103,1500,68.0,11.7075,9.89999
63,170103,1600,62.0,11.7075,10.7
64,170103,1700,64.0,11.7075,10.7
65,170103,1800,66.0,11.7075,9.89999
66,170103,1900,66.0,11.7075,8.8
67,170103,2000,56.0,11.7075,8.7
68,170103,2100,71.0,11.7075,7.1
69,170103,2200,78.0,11.7075,6.3
70,170103,2300,72.0,11.7075,6.7
71,170104,0,75.0,16.3164,6.5
72,170104,100,81.0,16.3164,5.9
73,170104,200,81.0,16.3164,5.5
74,170104,300,81.0,16.3164,5.2
75,170104,400,81.0,16.3164,5.0
76,170104,500,82.0,16.3164,5.2
77,170104,600,79.0,16.3164,6.0
78,170104,700,81.0,16.3164,6.1
79,170104,800,69.0,16.3164,7.1
80,170104,900,68.0,16.3164,7.3
81,170104,1000,64.0,16.3164,7.8
82,170104,1100,46.0,16.3164,9.89999
83,170104,1200,40.0,16.3164,10.0
84,170104,1300,38.0,16.3164,10.1
85,170104,1400,48.0,16.3164,9.10001
86,170104,1500,41.0,16.3164,10.2
87,170104,1600,40.0,16.3164,10.6
88,170104,1700,41.0,16.3164,9.89999
89,170104,1800,52.0,16.3164,9.0
90,170104,1900,46.0,16.3164,8.7
91,170104,2000,53.0,16.3164,7.4
92,170104,2100,58.0,16.3164,6.5
