,FECHA (YYMMDD),HORA (HHMM),Porcentaje,Registros validados,Temperatura (°C)
16166,181207,700,57.9341,6.0,15.9952
16167,181207,800,54.9825,6.0,17.4646
16168,181207,900,46.8948,6.0,19.8936
16169,181207,1000,40.4344,6.0,22.0384
16170,181207,1100,30.95,6.0,24.9867
16171,181207,1200,25.3031,6.0,27.3389
16172,181207,1300,23.6106,6.0,28.0273
16173,181207,1400,24.6755,6.0,28.4539
16174,181207,1500,25.1938,6.0,28.8455
16175,181207,1600,27.0312,6.0,28.4622
16176,181207,1700,29.4921,6.0,27.7796
16177,181207,1800,31.3079,6.0,26.8187
16178,181207,1900,35.0499,6.0,25.2587
16179,181207,2000,42.1299,6.0,22.4078
16180,181207,2100,45.1856,6.0,21.1086
16181,181207,2200,47.918,6.0,20.217
16182,181207,2300,51.7713,6.0,18.9569
16183,181208,0,53.6437,5.0,18.1919
16184,181208,100,57.1746,5.0,17.2102
16185,181208,200,58.0728,5.0,16.7434
16186,181208,300,58.8228,5.0,16.4384
16187,181208,400,62.7452,5.0,15.5468
16188,181208,500,65.8295,5.0,15.0658
16189,181208,600,62.1434,5.0,16.7583
16190,181208,700,55.5675,5.0,18.755
16191,181208,800,47.7449,5.0,20.62
16192,181208,900,42.1833,5.0,21.4675
16193,181208,1000,40.0312,5.0,21.9681
16194,181208,1100,38.8636,5.0,21.7498
16195,181208,1200,41.4785,5.0,20.328
16196,181208,1300,43.6866,5.0,19.7054
16197,181208,1400,43.3,5.0,19.8137
16198,181208,1500,41.5875,5.0,19.6596
16199,181208,1600,48.619,5.0,18.7553
16200,181208,1700,53.1248,5.0,17.6036
16201,181208,1800,61.498,5.0,15.8201
16202,181208,1900,64.416,5.0,14.7918
16203,181208,2000,63.6979,5.0,14.4209
16204,181208,2100,63.1296,5.0,14.2976
16205,181208,2200,61.4861,5.0,14.2468
16206,181208,2300,64.9872,5.0,13.7926
16207,181209,0,63.4919,4.0,13.7117
16208,181209,100,62.476,4.0,13.7958
16209,181209,200,66.5576,4.0,13.2983
16210,181209,300,67.6359,4.0,13.0817
16211,181209,400,68.0779,4.0,13.0237
16212,181209,500,67.8661,4.0,13.0246
16213,181209,600,64.196,4.0,13.5028
16214,181209,700,57.2513,4.0,14.7378
16215,181209,800,53.6487,4.0,15.7553
16216,181209,900,44.9485,4.0,17.3772
16217,181209,1000,43.2983,4.0,18.0454
16218,181209,1100,44.3433,4.0,18.1304
16219,181209,1200,43.599,4.0,18.0595
16220,181209,1300,42.2073,4.0,17.7503
16221,181209,1400,42.3356,4.0,17.9353
16222,181209,1500,42.2797,4.0,18.312
16223,181209,1600,44.1204,4.0,17.5177
16224,181209,1700,45.9811,4.0,16.9527
